currency,bitcoin,cardano,dogecoin,ethereum,solana,date
usd,95539,1.2,0.409553,3698.33,231.12,2024-12-04 14:00:06
usd,95692,1.2,0.411308,3705.2,230.72,2024-12-04 14:10:06
usd,95640,1.19,0.410561,3705.29,230.87,2024-12-04 14:20:07
usd,95799,1.19,0.411362,3714.44,231.51,2024-12-04 14:30:06
usd,96340,1.2,0.415764,3738.89,233.13,2024-12-04 14:40:06
usd,96222,1.2,0.414522,3750.73,232.75,2024-12-04 14:50:07
usd,96299,1.2,0.414745,3771.95,232.99,2024-12-04 15:00:06
usd,96052,1.2,0.414172,3801.61,233.55,2024-12-04 15:10:06
usd,95876,1.2,0.413149,3797.51,233.48,2024-12-04 15:20:07
usd,96128,1.2,0.414376,3817.7,233.95,2024-12-04 15:30:06
usd,96194,1.2,0.41533,3851.09,234.47,2024-12-04 15:40:06
usd,96126,1.2,0.415143,3844.96,234.72,2024-12-04 15:50:07
usd,95831,1.19,0.412831,3828.88,233.86,2024-12-04 16:00:06
usd,95568,1.18,0.411592,3825.66,233.1,2024-12-04 16:10:06
usd,95140,1.17,0.406992,3793.53,230.7,2024-12-04 16:20:07
usd,95112,1.17,0.406398,3786.22,229.26,2024-12-04 16:30:06
usd,95073,1.17,0.406237,3786.4,228.88,2024-12-04 16:40:06
usd,94912,1.16,0.404063,3771.93,227.36,2024-12-04 16:50:07
usd,94974,1.15,0.403339,3766.13,225.94,2024-12-04 17:00:06
usd,94764,1.15,0.403482,3768.97,226.15,2024-12-04 17:10:10
usd,94990,1.15,0.403564,3781.04,225.93,2024-12-04 17:20:07
usd,94916,1.16,0.404407,3788.41,226.28,2024-12-04 17:30:06
usd,95293,1.16,0.406589,3795.32,227.35,2024-12-04 17:40:06
usd,95164,1.16,0.405264,3795.68,227.4,2024-12-04 17:50:07
usd,95603,1.17,0.408498,3817.31,228.98,2024-12-04 18:00:06
usd,95601,1.17,0.409546,3820.3,229.45,2024-12-04 18:10:06
usd,95810,1.17,0.410653,3831.09,230.34,2024-12-04 18:20:07
usd,95713,1.17,0.410199,3822.04,229.56,2024-12-04 18:30:06
usd,95733,1.17,0.410455,3810.66,229.08,2024-12-04 18:40:06
usd,96322,1.18,0.412225,3829.07,230.46,2024-12-04 18:50:07
usd,96180,1.18,0.411647,3821.19,229.89,2024-12-04 19:00:06
usd,96343,1.18,0.413575,3830.45,230.76,2024-12-04 19:10:07
usd,96744,1.19,0.417554,3844.76,232.26,2024-12-04 19:20:07
usd,96555,1.19,0.417076,3835.11,231.86,2024-12-04 19:30:07
usd,96644,1.19,0.417019,3838.47,232.19,2024-12-04 19:40:06
usd,96862,1.19,0.416228,3835.77,232.55,2024-12-04 19:50:07
usd,97136,1.2,0.416937,3842.49,233.04,2024-12-04 20:00:06
usd,97473,1.2,0.417172,3850.53,233.09,2024-12-04 20:10:06
usd,98695,1.21,0.420625,3887.89,235.25,2024-12-04 20:20:07
usd,98943,1.21,0.422453,3892.28,235.87,2024-12-04 20:30:06
usd,98843,1.21,0.421703,3886.34,234.9,2024-12-04 20:40:06
usd,99113,1.2,0.420564,3874.54,233.61,2024-12-04 20:50:07
usd,99303,1.19,0.419273,3871.79,233.16,2024-12-04 21:00:06
usd,98994,1.19,0.422877,3883.02,233.28,2024-12-04 21:10:06
usd,98497,1.2,0.431289,3867.78,233.32,2024-12-04 21:20:07
usd,98667,1.2,0.433308,3875.09,234.03,2024-12-04 21:30:06
usd,98321,1.2,0.426299,3851.94,232.88,2024-12-04 21:40:06
usd,97907,1.19,0.423259,3848.78,231.81,2024-12-04 21:50:06
usd,97859,1.19,0.423057,3844.77,231.07,2024-12-04 22:00:06
usd,97987,1.2,0.422675,3849.26,230.58,2024-12-04 22:10:06
usd,98354,1.2,0.423153,3857.11,231.08,2024-12-04 22:20:06
usd,98504,1.2,0.424299,3860.67,231.54,2024-12-04 22:30:06
usd,98680,1.2,0.425901,3867.63,231.49,2024-12-04 22:40:06
usd,98429,1.2,0.424362,3859.47,231.19,2024-12-04 22:50:06
usd,98301,1.19,0.422112,3850.01,230.37,2024-12-04 23:00:07
usd,98695,1.19,0.422656,3857.54,229.6,2024-12-04 23:10:06
usd,98810,1.18,0.423094,3859.75,228.33,2024-12-04 23:20:06
usd,98858,1.18,0.422506,3858.74,227.87,2024-12-04 23:30:06
usd,99074,1.18,0.424519,3854.24,228.04,2024-12-04 23:40:06
usd,98960,1.18,0.426511,3836.26,228.69,2024-12-04 23:50:06
usd,98870,1.18,0.428671,3841.67,229.0,2024-12-05 00:00:06
usd,98678,1.18,0.431207,3835.14,229.09,2024-12-05 00:10:06
usd,98656,1.18,0.429896,3821.47,228.37,2024-12-05 00:20:06
usd,98944,1.18,0.433679,3824.89,228.4,2024-12-05 00:30:06
usd,98607,1.17,0.429901,3814.33,227.85,2024-12-05 00:40:06
usd,98491,1.17,0.428824,3809.8,227.43,2024-12-05 00:50:06
usd,98419,1.17,0.427524,3809.25,227.32,2024-12-05 01:00:06
usd,98489,1.16,0.42581,3799.66,226.37,2024-12-05 01:10:06
usd,98439,1.14,0.418533,3795.79,225.2,2024-12-05 01:20:06
usd,98510,1.14,0.413525,3789.95,224.94,2024-12-05 01:30:06
usd,98695,1.13,0.412787,3812.65,225.51,2024-12-05 01:40:06
usd,98498,1.14,0.414886,3819.28,226.35,2024-12-05 01:50:06
usd,98235,1.13,0.413089,3809.02,225.54,2024-12-05 02:00:06
usd,98425,1.14,0.414599,3812.66,226.35,2024-12-05 02:10:06
usd,98615,1.14,0.416259,3821.22,227.26,2024-12-05 02:20:06
usd,98701,1.14,0.417455,3823.78,227.51,2024-12-05 02:30:06
usd,100059,1.16,0.424923,3857.76,230.14,2024-12-05 02:40:06
usd,101220,1.17,0.431676,3870.53,233.71,2024-12-05 02:50:06
usd,100839,1.17,0.428195,3857.36,232.23,2024-12-05 03:00:06
usd,102317,1.19,0.434145,3902.94,234.71,2024-12-05 03:10:06
usd,103397,1.2,0.440523,3897.72,235.87,2024-12-05 03:20:06
usd,103071,1.22,0.442658,3867.32,236.4,2024-12-05 03:30:06
usd,102686,1.2,0.437565,3845.41,235.41,2024-12-05 03:40:06
usd,103167,1.2,0.441467,3848.25,235.54,2024-12-05 03:50:06
usd,103446,1.18,0.441247,3845.84,234.47,2024-12-05 04:00:06
usd,103575,1.18,0.438535,3846.79,234.34,2024-12-05 04:10:06
usd,102799,1.18,0.440169,3858.86,235.37,2024-12-05 04:20:06
usd,102591,1.19,0.441359,3864.22,236.1,2024-12-05 04:30:06
usd,102655,1.19,0.442152,3859.26,236.68,2024-12-05 04:40:06
usd,102953,1.21,0.448289,3867.94,237.92,2024-12-05 04:50:06
usd,103365,1.21,0.45231,3875.5,237.77,2024-12-05 05:00:06
usd,103427,1.2,0.458207,3865.22,237.13,2024-12-05 05:10:06
usd,103246,1.21,0.458149,3857.17,236.3,2024-12-05 05:20:06
usd,103448,1.2,0.458154,3860.45,236.99,2024-12-05 05:30:06
usd,103187,1.2,0.453304,3865.08,235.79,2024-12-05 05:40:06
usd,102123,1.19,0.444435,3829.28,233.57,2024-12-05 05:50:06
usd,102649,1.2,0.447614,3852.09,234.99,2024-12-05 06:00:07
usd,102529,1.19,0.445967,3844.96,234.87,2024-12-05 06:10:06
usd,101972,1.19,0.440842,3835.27,233.41,2024-12-05 06:20:06
usd,101734,1.19,0.43841,3829.44,232.51,2024-12-05 06:30:06
usd,101868,1.19,0.438204,3846.39,232.92,2024-12-05 06:40:06
usd,101922,1.19,0.436255,3855.07,233.47,2024-12-05 06:50:06
usd,101924,1.19,0.43697,3858.93,233.92,2024-12-05 07:00:06
usd,101972,1.2,0.437676,3853.18,233.98,2024-12-05 07:10:06
usd,101370,1.19,0.43292,3844.34,233.31,2024-12-05 07:20:06
usd,102012,1.2,0.435812,3858.94,234.35,2024-12-05 07:30:06
usd,102411,1.2,0.439126,3871.0,234.95,2024-12-05 07:40:06
usd,102603,1.21,0.440742,3868.95,234.99,2024-12-05 07:50:06
usd,102535,1.21,0.441383,3865.32,235.07,2024-12-05 08:00:07
usd,102573,1.21,0.441049,3858.71,234.32,2024-12-05 08:10:06
usd,102646,1.22,0.440673,3883.42,235.14,2024-12-05 08:20:06
usd,102839,1.23,0.440199,3897.31,235.72,2024-12-05 08:30:06
usd,102799,1.23,0.438199,3911.7,236.28,2024-12-05 08:40:06
usd,102706,1.23,0.438328,3904.57,235.93,2024-12-05 08:50:06
usd,102870,1.23,0.438669,3906.47,236.25,2024-12-05 09:00:06
usd,102699,1.22,0.435918,3907.42,235.62,2024-12-05 09:10:06
usd,103145,1.22,0.4386,3918.8,235.89,2024-12-05 09:20:06
usd,103095,1.22,0.438383,3918.17,235.85,2024-12-05 09:30:07
usd,102742,1.22,0.437935,3915.28,236.49,2024-12-05 09:40:06
usd,102668,1.22,0.439434,3916.13,236.82,2024-12-05 09:50:06
usd,102678,1.22,0.43985,3913.14,237.12,2024-12-05 10:00:06
usd,102616,1.22,0.440386,3919.83,237.27,2024-12-05 10:10:07
usd,102814,1.22,0.441922,3926.7,237.33,2024-12-05 10:20:06
usd,102726,1.23,0.444481,3918.46,237.31,2024-12-05 10:30:06
usd,102794,1.22,0.444925,3925.91,238.37,2024-12-05 10:40:06
usd,102456,1.22,0.443343,3923.67,237.8,2024-12-05 10:50:06
usd,102441,1.22,0.443622,3927.73,237.97,2024-12-05 11:00:06
usd,102421,1.22,0.443427,3921.21,237.7,2024-12-05 11:10:06
usd,102448,1.23,0.445439,3929.81,238.71,2024-12-05 11:20:06
usd,102433,1.23,0.446362,3933.03,239.36,2024-12-05 11:30:06
usd,102571,1.23,0.446479,3940.95,239.8,2024-12-05 11:40:06
usd,102758,1.23,0.44633,3944.67,240.31,2024-12-05 11:50:06
usd,102631,1.23,0.445267,3937.9,240.09,2024-12-05 12:00:06
usd,102748,1.23,0.445908,3933.34,242.37,2024-12-05 12:10:06
usd,102810,1.23,0.448575,3930.39,243.83,2024-12-05 12:20:06
usd,102813,1.23,0.446308,3928.46,244.14,2024-12-05 12:30:06
usd,102938,1.23,0.449518,3934.69,243.96,2024-12-05 12:40:06
usd,102896,1.22,0.451154,3931.11,243.95,2024-12-05 12:50:06
usd,102701,1.22,0.448238,3926.93,242.52,2024-12-05 13:00:06
usd,102833,1.22,0.448352,3922.7,241.38,2024-12-05 13:10:06
usd,103237,1.22,0.448785,3929.53,241.43,2024-12-05 13:20:06
usd,103222,1.22,0.447798,3923.19,241.12,2024-12-05 13:30:07
usd,103159,1.22,0.449315,3931.92,241.04,2024-12-05 13:40:06
usd,102882,1.21,0.45235,3924.98,240.15,2024-12-05 13:50:06
usd,103001,1.21,0.452028,3924.9,240.33,2024-12-05 14:00:07
usd,102807,1.22,0.45135,3922.23,240.19,2024-12-05 14:10:06
usd,102806,1.22,0.452164,3924.58,240.57,2024-12-05 14:20:06
usd,102572,1.22,0.451774,3913.26,239.22,2024-12-05 14:30:06
usd,103221,1.22,0.451387,3936.38,240.52,2024-12-05 14:40:06
usd,103489,1.21,0.452583,3945.38,240.74,2024-12-05 14:50:06
usd,103281,1.21,0.451018,3943.12,240.55,2024-12-05 15:00:06
usd,103335,1.21,0.451031,3932.7,241.15,2024-12-05 15:10:06
usd,103411,1.21,0.449222,3924.74,240.9,2024-12-05 15:20:06
usd,102505,1.2,0.444053,3889.88,238.31,2024-12-05 15:30:06
usd,101948,1.2,0.440079,3880.53,237.47,2024-12-05 15:40:06
usd,101822,1.21,0.439966,3893.38,238.08,2024-12-05 15:50:06
usd,101542,1.2,0.439037,3889.79,238.17,2024-12-05 16:00:06
usd,101767,1.21,0.440563,3901.49,240.7,2024-12-05 16:10:07
usd,101868,1.21,0.438814,3903.49,240.66,2024-12-05 16:20:06
usd,102036,1.22,0.439873,3907.29,241.17,2024-12-05 16:30:06
usd,100906,1.22,0.434432,3874.07,238.32,2024-12-05 16:40:06
usd,101611,1.24,0.437368,3906.01,240.05,2024-12-05 16:50:06
usd,101440,1.24,0.437451,3910.88,239.89,2024-12-05 17:00:06
usd,101136,1.23,0.437074,3905.77,239.74,2024-12-05 17:10:06
usd,100644,1.22,0.436859,3908.28,239.54,2024-12-05 17:20:06
usd,100812,1.22,0.438758,3919.94,240.12,2024-12-05 17:30:06
usd,101024,1.22,0.440159,3917.8,239.86,2024-12-05 17:40:06
usd,101059,1.22,0.440946,3910.45,239.75,2024-12-05 17:50:06
usd,101102,1.22,0.441695,3914.52,239.9,2024-12-05 18:00:06
usd,101322,1.23,0.443174,3920.01,240.06,2024-12-05 18:10:07
usd,101340,1.23,0.443945,3918.28,239.91,2024-12-05 18:20:06
usd,101205,1.23,0.443651,3908.15,239.39,2024-12-05 18:30:06
usd,101184,1.23,0.443255,3900.58,238.68,2024-12-05 18:40:06
usd,100793,1.23,0.441072,3883.9,237.57,2024-12-05 18:50:06
usd,100520,1.22,0.439481,3880.77,237.25,2024-12-05 19:00:06
usd,100455,1.22,0.438558,3874.77,236.49,2024-12-05 19:10:06
usd,100691,1.21,0.437563,3879.98,236.18,2024-12-05 19:20:06
usd,100936,1.21,0.439032,3882.01,236.6,2024-12-05 19:30:06
usd,100658,1.21,0.440652,3876.76,236.57,2024-12-05 19:40:06
usd,99359,1.2,0.434796,3833.57,233.66,2024-12-05 19:50:06
usd,99112,1.19,0.433693,3829.09,233.04,2024-12-05 20:00:07
usd,98391,1.18,0.429921,3811.91,231.53,2024-12-05 20:10:06
usd,98241,1.18,0.428552,3807.27,231.15,2024-12-05 20:20:07
usd,98508,1.18,0.429113,3817.2,231.39,2024-12-05 20:30:06
usd,98874,1.18,0.430155,3822.65,231.74,2024-12-05 20:40:06
usd,98916,1.18,0.431456,3821.6,232.28,2024-12-05 20:50:07
usd,99234,1.18,0.432663,3831.1,232.51,2024-12-05 21:00:06
usd,99336,1.18,0.432829,3835.18,232.87,2024-12-05 21:10:06
usd,99248,1.18,0.432731,3837.47,232.64,2024-12-05 21:20:06
usd,99342,1.18,0.433646,3849.67,233.27,2024-12-05 21:30:06
usd,98973,1.18,0.432854,3839.93,232.97,2024-12-05 21:40:06
usd,99228,1.19,0.433673,3852.96,233.98,2024-12-05 21:50:06
usd,99225,1.19,0.433891,3853.67,233.93,2024-12-05 22:00:06
usd,98888,1.2,0.434259,3854.2,233.94,2024-12-05 22:10:06
usd,98683,1.19,0.433054,3843.15,233.25,2024-12-05 22:20:06
usd,98328,1.19,0.430085,3827.75,232.07,2024-12-05 22:30:06
usd,95449,1.16,0.419989,3766.85,228.43,2024-12-05 22:40:06
usd,97046,1.18,0.430484,3820.1,233.48,2024-12-05 22:50:06
usd,96505,1.18,0.429155,3806.92,233.29,2024-12-05 23:00:06
usd,95807,1.17,0.426515,3781.59,233.23,2024-12-05 23:10:06
usd,96877,1.17,0.43021,3810.35,239.22,2024-12-05 23:20:06
usd,97261,1.18,0.432533,3826.04,240.36,2024-12-05 23:30:06
usd,96821,1.16,0.429221,3797.15,237.88,2024-12-05 23:40:06
usd,96701,1.16,0.427825,3787.06,236.93,2024-12-05 23:50:06
usd,97229,1.17,0.429448,3798.48,237.3,2024-12-06 00:00:06
usd,96498,1.16,0.424661,3776.56,235.13,2024-12-06 00:10:06
usd,97125,1.17,0.429361,3810.31,236.94,2024-12-06 00:20:06
usd,97232,1.17,0.430154,3820.83,237.93,2024-12-06 00:30:06
usd,97229,1.17,0.430735,3833.57,238.59,2024-12-06 00:40:06
usd,97379,1.17,0.433043,3855.24,238.57,2024-12-06 00:50:06
usd,97532,1.17,0.435681,3867.55,239.03,2024-12-06 01:00:06
usd,97182,1.17,0.434399,3851.17,240.53,2024-12-06 01:10:06
usd,97445,1.17,0.43482,3850.27,240.36,2024-12-06 01:20:06
usd,97711,1.18,0.436085,3862.73,241.91,2024-12-06 01:30:06
usd,98151,1.18,0.437468,3879.8,245.68,2024-12-06 01:40:06
usd,98612,1.19,0.438716,3890.14,245.76,2024-12-06 01:50:06
usd,98807,1.19,0.438425,3883.37,245.41,2024-12-06 02:00:06
usd,97944,1.18,0.434379,3860.25,243.5,2024-12-06 02:10:06
usd,97975,1.18,0.434975,3862.09,243.35,2024-12-06 02:20:06
usd,97897,1.18,0.434814,3862.08,242.92,2024-12-06 02:30:06
usd,97800,1.18,0.436118,3863.32,242.8,2024-12-06 02:40:06
usd,97844,1.19,0.43669,3868.25,243.06,2024-12-06 02:50:06
usd,97620,1.18,0.435804,3866.35,242.69,2024-12-06 03:00:06
usd,97565,1.18,0.434895,3867.05,242.12,2024-12-06 03:10:06
usd,97542,1.18,0.434658,3863.14,241.5,2024-12-06 03:20:06
usd,97380,1.18,0.434023,3864.3,241.4,2024-12-06 03:30:06
usd,97411,1.18,0.43353,3877.04,240.55,2024-12-06 03:40:06
usd,97586,1.19,0.435375,3884.68,241.29,2024-12-06 03:50:06
usd,97659,1.19,0.435565,3894.45,241.61,2024-12-06 04:00:06
usd,97778,1.19,0.43668,3906.34,242.34,2024-12-06 04:10:06
usd,97626,1.19,0.435432,3899.57,241.66,2024-12-06 04:20:06
usd,97564,1.19,0.435209,3895.79,241.4,2024-12-06 04:30:06
usd,97931,1.19,0.436162,3905.65,241.74,2024-12-06 04:40:06
usd,97937,1.19,0.435585,3899.04,241.0,2024-12-06 04:50:06
usd,97991,1.19,0.436217,3904.29,241.04,2024-12-06 05:00:06
usd,97850,1.19,0.435381,3897.31,240.72,2024-12-06 05:10:06
usd,98335,1.2,0.437186,3904.32,241.92,2024-12-06 05:20:06
usd,98158,1.2,0.436832,3895.02,241.51,2024-12-06 05:30:06
usd,97991,1.19,0.435381,3886.18,240.15,2024-12-06 05:40:06
usd,97884,1.19,0.434457,3880.06,239.43,2024-12-06 05:50:06
usd,97925,1.19,0.434688,3886.79,239.18,2024-12-06 06:00:06
usd,97889,1.19,0.435546,3893.76,238.78,2024-12-06 06:10:06
usd,98054,1.19,0.436924,3909.48,239.21,2024-12-06 06:20:06
usd,98119,1.19,0.437265,3909.88,239.11,2024-12-06 06:30:06
usd,98338,1.2,0.438423,3927.62,239.64,2024-12-06 06:40:06
usd,98018,1.19,0.436157,3912.5,238.46,2024-12-06 06:50:06
usd,98164,1.2,0.437212,3914.27,238.97,2024-12-06 07:00:06
usd,98082,1.2,0.436855,3904.82,238.78,2024-12-06 07:10:06
usd,97919,1.2,0.435746,3900.97,238.55,2024-12-06 07:20:06
usd,97921,1.19,0.435727,3900.93,238.58,2024-12-06 07:30:06
usd,98290,1.2,0.436727,3909.7,239.35,2024-12-06 07:40:06
usd,98035,1.19,0.435889,3894.15,238.7,2024-12-06 07:50:06
usd,98174,1.19,0.436714,3897.01,239.16,2024-12-06 08:00:06
usd,98303,1.19,0.436998,3899.69,239.54,2024-12-06 08:10:06
usd,98456,1.19,0.437974,3907.07,239.84,2024-12-06 08:20:06
usd,98561,1.19,0.439197,3908.16,239.98,2024-12-06 08:30:06
usd,98657,1.19,0.437781,3906.51,240.22,2024-12-06 08:40:06
usd,98673,1.19,0.438596,3902.32,239.97,2024-12-06 08:50:06
usd,98396,1.18,0.435811,3889.8,239.03,2024-12-06 09:00:06
usd,98310,1.17,0.432923,3881.75,237.65,2024-12-06 09:10:06
usd,98152,1.17,0.430555,3866.71,236.6,2024-12-06 09:20:06
usd,98334,1.17,0.430773,3871.73,236.76,2024-12-06 09:30:06
usd,98404,1.16,0.429378,3874.56,236.47,2024-12-06 09:40:06
usd,98337,1.17,0.430077,3882.84,236.67,2024-12-06 09:50:06
usd,98410,1.17,0.430239,3883.61,236.64,2024-12-06 10:00:06
usd,97938,1.16,0.427561,3865.25,235.3,2024-12-06 10:10:06
usd,98075,1.16,0.426475,3864.8,235.2,2024-12-06 10:20:06
usd,97794,1.15,0.424849,3852.66,234.76,2024-12-06 10:30:06
usd,98067,1.16,0.425998,3863.34,235.27,2024-12-06 10:40:06
usd,98230,1.16,0.428396,3873.02,236.0,2024-12-06 10:50:06
usd,98196,1.16,0.42872,3874.56,236.04,2024-12-06 11:00:06
usd,98336,1.16,0.430126,3876.95,236.2,2024-12-06 11:10:06
usd,98049,1.16,0.429167,3863.9,235.03,2024-12-06 11:20:06
usd,98209,1.16,0.42978,3868.48,235.08,2024-12-06 11:30:06
usd,97984,1.16,0.428364,3862.78,234.46,2024-12-06 11:40:06
usd,98003,1.16,0.426229,3861.75,234.28,2024-12-06 11:50:06
usd,98104,1.16,0.426769,3866.63,234.23,2024-12-06 12:00:06
usd,98401,1.17,0.428622,3879.65,235.17,2024-12-06 12:10:06
usd,98405,1.17,0.429157,3882.06,235.03,2024-12-06 12:20:06
usd,98250,1.17,0.428135,3876.15,234.6,2024-12-06 12:30:07
usd,98191,1.16,0.426929,3874.14,234.26,2024-12-06 12:40:06
usd,97881,1.16,0.425625,3864.78,233.21,2024-12-06 12:50:06
usd,97812,1.15,0.423886,3856.34,232.61,2024-12-06 13:00:06
usd,97828,1.15,0.423234,3850.37,231.88,2024-12-06 13:10:06
usd,97835,1.15,0.422448,3850.04,232.11,2024-12-06 13:20:06
usd,97920,1.15,0.422224,3851.9,231.96,2024-12-06 13:30:06
usd,98661,1.16,0.426256,3878.8,234.32,2024-12-06 13:40:06
usd,98715,1.17,0.428306,3887.84,234.45,2024-12-06 13:50:06
usd,98666,1.16,0.426019,3882.21,234.0,2024-12-06 14:00:06
usd,98466,1.16,0.425381,3879.91,234.22,2024-12-06 14:10:06
usd,98730,1.16,0.42622,3885.48,234.65,2024-12-06 14:20:06
usd,98989,1.16,0.42743,3897.25,235.37,2024-12-06 14:30:06
usd,99038,1.17,0.428293,3908.52,235.79,2024-12-06 14:40:06
usd,99015,1.17,0.428931,3934.09,236.28,2024-12-06 14:50:07
usd,99228,1.17,0.42986,3950.23,237.11,2024-12-06 15:00:06
usd,99024,1.17,0.429593,3976.95,236.53,2024-12-06 15:10:07
usd,98929,1.18,0.432483,4011.19,237.22,2024-12-06 15:20:06
usd,98776,1.19,0.431897,4010.26,237.19,2024-12-06 15:30:07
usd,99045,1.19,0.433263,4018.6,237.73,2024-12-06 15:40:06
usd,98900,1.19,0.43278,4014.75,237.45,2024-12-06 15:50:07
usd,98900,1.19,0.43278,4014.75,237.45,2024-12-06 16:00:07
usd,98900,1.19,0.43279,4014.75,237.45,2024-12-06 16:10:06
usd,98900,1.19,0.43279,4014.84,237.45,2024-12-06 16:20:24
usd,99042,1.2,0.432994,3999.72,238.08,2024-12-06 16:30:06
usd,99353,1.21,0.434056,4012.13,238.71,2024-12-06 16:40:06
usd,98968,1.21,0.433665,4004.12,238.49,2024-12-06 16:50:07
usd,98994,1.21,0.433588,4005.2,238.59,2024-12-06 17:00:06
usd,99083,1.21,0.434216,4012.65,239.25,2024-12-06 17:10:07
usd,99404,1.21,0.435831,4021.72,239.75,2024-12-06 17:20:07
usd,99057,1.21,0.434086,4011.04,239.14,2024-12-06 17:30:06
usd,99607,1.21,0.436024,4029.19,239.25,2024-12-06 17:40:06
usd,100707,1.22,0.440794,4061.12,241.21,2024-12-06 17:50:11
usd,101004,1.22,0.438448,4041.46,240.62,2024-12-06 18:00:06
usd,101349,1.22,0.438836,4032.92,240.57,2024-12-06 18:10:06
usd,101633,1.22,0.439395,4037.8,240.42,2024-12-06 18:20:07
usd,101670,1.22,0.439183,4042.15,240.2,2024-12-06 18:30:06
usd,101410,1.22,0.439405,4038.82,239.48,2024-12-06 18:40:06
usd,101224,1.22,0.439908,4055.45,239.9,2024-12-06 18:50:07
usd,101479,1.22,0.439875,4060.16,240.07,2024-12-06 19:00:06
usd,101422,1.22,0.439179,4052.56,239.53,2024-12-06 19:10:06
usd,101503,1.23,0.440356,4060.16,239.85,2024-12-06 19:20:07
usd,101533,1.23,0.440302,4064.11,239.89,2024-12-06 19:30:06
usd,101556,1.23,0.440247,4066.08,240.1,2024-12-06 19:40:06
usd,101746,1.23,0.439024,4064.3,240.06,2024-12-06 19:50:07
usd,101880,1.23,0.439419,4073.01,240.17,2024-12-06 20:00:06
usd,101470,1.23,0.438364,4068.13,239.55,2024-12-06 20:10:06
usd,101847,1.23,0.44049,4089.4,240.82,2024-12-06 20:20:07
usd,101826,1.23,0.441226,4091.82,240.57,2024-12-06 20:30:06
usd,102006,1.22,0.441102,4085.18,239.83,2024-12-06 20:40:06
usd,101650,1.22,0.439008,4059.69,238.56,2024-12-06 20:50:07
usd,101406,1.22,0.438393,4048.26,238.12,2024-12-06 21:00:07
usd,101331,1.22,0.437911,4042.07,238.41,2024-12-06 21:10:06
usd,101268,1.22,0.438661,4045.79,239.19,2024-12-06 21:20:07
usd,101317,1.22,0.438791,4053.19,239.38,2024-12-06 21:30:06
usd,100934,1.22,0.438284,4047.9,238.77,2024-12-06 21:40:27
usd,100470,1.22,0.436293,4032.38,238.26,2024-12-06 21:50:05
usd,100538,1.22,0.435204,4030.45,238.32,2024-12-06 22:00:05
